"Store_Name","Longitude","Latitude","Address","Address Line #2","City","State","Zip5","Zip4","County"
"Jeremy Grocery Deli Corp","-73.897881","40.941364","179 Warburton Ave","","Yonkers","NY","10701","2508","WESTCHESTER"
"FIRST ON FIRST DELI","-73.946922","40.780182","1756 1st Ave","","New York","NY","10128","5274","NEW YORK"
"1976 J J DELI GROCERY CORP","-73.893051","40.846821","1976 Arthur Ave","","Bronx","NY","10457","4702","BRONX"
"Balto LLC","-73.867462","40.752422","99-18 37 Ave","","Corona","NY","11368","","QUEENS"
"H&J Vegetable & Grocery Inc.","-73.801773","40.762486","3601 164th St","","Flushing","NY","11358","2003","QUEENS"
"HRK Enterprises LLC","-73.359108","40.680763","194 Montauk Hwy","","Lindenhurst","NY","11757","5951","SUFFOLK"
"Mr. Moe's Deli And Pizza","-77.650429","43.193897","758 Ridgeway Ave","","Rochester","NY","14615","3250","MONROE"
"Main Street Market","-74.016724","41.933247","1 Main St","","Kingston","NY","12401","3811","ULSTER"
"Crystal Grocery Ltd","-73.770615","41.025787","14 E Post Rd","","White Plains","NY","10601","4604","WESTCHESTER"
"East New York Grocery & Deli","-73.904411","40.675289","1737 E New York Ave","","Brooklyn","NY","11212","8020","KINGS"
"1361 Deli Grocery Corp","-73.925034","40.841595","163 W 170 St","","Bronx","NY","10452","2568","BRONX"
"Owa Afrikan Market Inc","-73.968201","40.693123","434 Myrtle Ave","","Brooklyn","NY","11205","2402","KINGS"
"Pampano Grocery Corp","-73.914474","40.699005","298 Irving Ave","","Brooklyn","NY","11237","5742","KINGS"
"Watkins Products Distributors LLC","-73.94397","40.807125","46 W 125th St","","New York","NY","10027","4502","NEW YORK"
"Harlem Naturally Inc","-73.957603","40.801418","2053 Frederick Douglas Blvd","","New York","NY","10026","7902","NEW YORK"
"Walden Convenient Store","-78.813942","42.904812","599 Walden Ave","","Buffalo","NY","14211","2421","ERIE"
"Price Chopper 207","-75.318527","43.08485","4535 Commercial Dr","","New Hartford","NY","13413","6208","ONEIDA"
"Jefferson Grocery","-77.629028","43.14463","515 Jefferson Ave","","Rochester","NY","14611","3443","MONROE"
"VZ Deli Grocery","-73.874802","40.830692","1250A Morrison Ave","","Bronx","NY","10472","2702","BRONX"
"Tejeda Deli Grocery","-73.862946","40.883057","3764 White Plains Rd","","Bronx","NY","10467","5723","BRONX"
"DOLLAR GENERAL 8427","-78.889893","42.915253","315 W Ferry St","","Buffalo","NY","14213","1911","ERIE"
"DOLLAR GENERAL 8373","-74.857582","43.043163","522 Albany St","","Little Falls","NY","13365","1439","HERKIMER"
"DOLLAR GENERAL 8443","-76.125664","43.569717","4913 N Jefferson St","","Pulaski","NY","13142","4112","OSWEGO"
"DOLLAR GENERAL 8440","-77.223526","43.063251","601 E Main St","","Palmyra","NY","14522","1133","WAYNE"
"DOLLAR GENERAL 8417","-79.040054","43.095158","1802 Pine Ave","City Mkt Plz","Niagara Falls","NY","14301","2234","NIAGARA"
"DOLLAR GENERAL 8488","-78.879272","43.020706","29 Niagara St","Eckerd Plz","Tonawanda","NY","14150","","ERIE"
"DOLLAR GENERAL 8493","-75.284325","43.057972","1 Center Ter","F-4 Hartford Shopping Center","New Hartford","NY","13413","2816","ONEIDA"
"Lucky 7 Fish Market","-73.894676","40.846527","563A E Tremont Ave","","Bronx","NY","10457","4601","BRONX"
"Dahing Seafood Market Inc","-73.996941","40.718197","127 Mott St","","New York","NY","10013","5512","NEW YORK"
"New Orleans Mini Market LLC","-73.849136","40.842922","2542 E Tremont Ave","","Bronx","NY","10461","2804","BRONX"
"DOLLAR GENERAL 8559","-75.446953","43.219818","810 Black River Blvd N","Black River Blvd Shop Center","Rome","NY","13440","","ONEIDA"
"Central Yetev Lev D'Satmar Meat Inc","-73.95636","40.694511","684 Myrtle Ave","","Brooklyn","NY","11205","3915","KINGS"
"V & F FOOD INC","-73.833672","40.683716","10802 Liberty Ave","","S Richmond Hl","NY","11419","1702","QUEENS"
"STEWARTS SHOP 388","-76.523537","43.449711","196 W Utica St","","Oswego","NY","13126","1948","OSWEGO"
"NORTHERN CAKES","-73.505295","44.676384","1290 Military Tpke","","Plattsburgh","NY","12901","7442","CLINTON"
"DOLLAR GENERAL 9098","-74.985062","43.025684","110 E State St","","Herkimer","NY","13350","2301","HERKIMER"
"Best Deal Mini Market Inc","-78.893692","42.936935","268 Amherst St","","Buffalo","NY","14207","2808","ERIE"
"Valero Food Mart","-75.915993","43.97636","262 Arsenal St","","Watertown","NY","13601","2504","JEFFERSON"
"DOLLAR GENERAL 9488","-79.245171","42.105404","1356 Washington St","","Jamestown","NY","14701","","CHAUTAUQUA"
"DOLLAR GENERAL 8596","-76.416504","43.324192","126 Cayuga St","","Fulton","NY","13069","1741","OSWEGO"
"DOLLAR GENERAL 9030","-76.142044","42.978951","6320 S Salina St","","Nedrow","NY","13120","1023","ONONDAGA"
"DOLLAR GENERAL 6050","-78.572937","43.195477","8405 Rochester Rd","","Gasport","NY","14067","9211","NIAGARA"
"DOLLAR GENERAL 6065","-76.528244","42.002007","557 Broad St","","Waverly","NY","14892","","TIOGA"
"DOLLAR GENERAL 6067","-78.015411","42.209892","4836 State Route 19 S","","Belmont","NY","14813","9506","ALLEGANY"
"DOLLAR GENERAL 6294","-76.053726","42.098812","225 Harrison Ave","","Endicott","NY","13760","5146","BROOME"
"DOLLAR GENERAL 6337","-76.588425","42.920795","343 Genesee St","","Auburn","NY","13021","3157","CAYUGA"
"DOLLAR GENERAL 6429","-76.822533","42.677925","7157 N MAIN ST","","OVID","NY","14521","","SENECA"
"DOLLAR  GENERAL 6014","-74.46315","44.227192","14 Demars Blvd","","Tupper Lake","NY","12986","1461","FRANKLIN"
"Fatima Grocery","-73.921425","40.650608","5914 Snyder Ave","","Brooklyn","NY","11203","4818","KINGS"
"Potomac Express Deli","-78.892494","42.923996","188 Potomac Ave","","Buffalo","NY","14213","1151","ERIE"
"Walmart Super Center 2210","-78.811607","42.980255","3290 Sheridan Dr","","Buffalo","NY","14226","1422","ERIE"
"WALMART 1997","-73.76651","42.751911","579 TROY.SCHENECTADY RD","Latham Farms Shopping Plaza","LATHAM","NY","12110","","ALBANY"
"WALMART 1744","-77.503029","43.191376","1902 Empire Blvd","","Webster","NY","14580","1959","MONROE"
"WALMART 1806","-74.323235","43.059643","233 5th Ave Ext","","Gloversville","NY","12078","1814","FULTON"
"WALMART 2370","-73.640274","42.74649","760 Hoosick Rd","","Troy","NY","12180","6627","RENSSELAER"
"DOLLAR GENERAL 6107","-78.004044","42.978989","3 W EST AVE","","LEROY","NY","14482","","GENESEE"
"DOLLAR GENERAL 6386","-77.938499","43.215611","50 Main St","","Brockport","NY","14420","1906","MONROE"
"DOLLAR GENERAL 8576","-73.901001","42.906948","772 State Route 50","Route 50","Burnt Hills","NY","12027","9583","SARATOGA"
"DOLLAR GENERAL 8895","-73.929451","42.802811","1008 State St","","Schenectady","NY","12307","1508","SCHENECTADY"
"DOLLAR GENERAL 6184","-73.265892","43.398605","87 Quaker St","Granville Mall","Granville","NY","12832","1500","WASHINGTON"
"DOLLAR GENERAL 9556","-73.577072","43.314232","343 Main St","","Hudson Falls","NY","12839","1513","WASHINGTON"
"DOLLAR GENERAL 6172","-76.500832","42.212334","79 Orchard St","","Spencer","NY","14883","9696","TIOGA"
"DOLLAR GENERAL 6436","-75.96843","42.328953","2649 Main St","","Whitney Point","NY","13862","","BROOME"
"Unity African Market","-73.912643","40.84481","60 E 174th St","","Bronx","NY","10452","5809","BRONX"
"City Pride Grocery And Deli","-73.941895","40.672188","231 Kingston Ave","","Brooklyn","NY","11213","2508","KINGS"
"DOLLAR GENERAL 6469","-75.293503","43.120064","131 Oriskany Blvd","Colonial Shopping Center","Whitesboro","NY","13492","1319","ONEIDA"
"DOLLAR GENERAL 8623","-74.542061","42.920704","52 DUTCHTOWN PLZ","","PALATINE BRIDGE","NY","13428","","MONTGOMERY"
"DOLLAR GENERAL 9357","-74.197861","42.943745","140 Guy Park Ave","","Amsterdam","NY","12010","3206","MONTGOMERY"
"DOLLAR GENERAL 9086","-75.708687","44.146942","2 S Main St","","Philadelphia","NY","13673","9998","JEFFERSON"
"DOLLAR GENERAL 9559","-74.877052","44.927387","2 Malby Ave","","Massena","NY","13662","2323","ST LAWRENCE"
"DOLLAR GENERAL 9582","-75.260994","44.514111","5933 NYS ROUTE 11","","CANTON","NY","13617","","ST LAWRENCE"
"DOLLAR GENERAL 6066","-74.899666","44.943104","232 N Main St","","Massena","NY","13662","1122","ST LAWRENCE"
"DOLLAR GENERAL 9782","-75.836617","44.047344","26221 US Route 11","","Evans Mills","NY","13637","3224","JEFFERSON"
"DOLLAR GENERAL 9763","-75.747803","43.333759","35 Main St","","Camden","NY","13316","1301","ONEIDA"
"DOLLAR GENERAL 9112","-75.538948","43.079235","4464 Peterboro St","","Vernon","NY","13476","","ONEIDA"
"DOLLAR GENERAL 9723","-75.659607","43.103058","431 N Main St","Oneida Shopping Center","Oneida","NY","13421","","MADISON"
"DOLLAR GENERAL 8656","-75.752228","43.071041","423 South Peterboro St","","Canastota","NY","13032","1431","MADISON"
"BDU TRADING CORPORATION","-73.855728","40.856037","2141 Williamsbridge Rd","","Bronx","NY","10461","1601","BRONX"
"Texas Gas Convenient Market","-78.839561","42.921833","473 E Delavan Ave","","Buffalo","NY","14214","2719","ERIE"
"Dollar General 8840","-75.97422","43.154919","7999 State Route 31","","Bridgeport","NY","13030","8415","ONONDAGA"
"DOLLAR GENERAL 6029","-76.012077","43.251839","1573 State Route 49","","Constantia","NY","13044","2601","OSWEGO"
"DOLLAR GENERAL 8104","-78.429893","42.085381","502 N Union St","","Olean","NY","14760","","CATTARAUGUS"
"DOLLAR GENERAL 6125","-76.814964","43.219341","6010 New Hartford St","","Wolcott","NY","14590","1143","WAYNE"
"DOLLAR GENERAL 6365","-76.186478","42.612812","186 Homer Ave","Homer Ave Plaza","Cortland","NY","13045","1029","CORTLAND"
"DOLLAR GENERAL 8333","-78.664703","43.153141","1201 Lincoln Ave","Lincoln Square Plaza","Lockport","NY","14094","6209","NIAGARA"
"STOP & SHOP SUPER CENTER 539","-73.862389","40.702713","8889 Union Tpke","","Glendale","NY","11385","","QUEENS"
"Norwood Food Corp/Green Apple Groc","-73.879509","40.875576","3178 Bainbridge Ave","","Bronx","NY","10467","3905","BRONX"
"The Latin Brothers Food Corp","-73.956078","40.681236","1141 Fulton St","","Brooklyn","NY","11238","2613","KINGS"
"DOLLAR GENERAL 9742","-77.741531","43.030933","3892 Scottsville Rd","Scottsville Plaza","Scottsville","NY","14546","1151","MONROE"
"DOLLAR GENERAL 6714","-75.727997","43.205391","1804 MAIN ST","","BLOSSVALE","NY","13308","","ONEIDA"
"DOLLAR GENERAL 6175","-78.338135","42.028236","169 S Main St","","Portville","NY","14770","","CATTARAUGUS"
"DOLLAR GENERAL 9394","-79.491257","42.234936","199 W Lake Rd","","Mayville","NY","14757","9693","CHAUTAUQUA"
"DOLLAR GENERAL 6270","-73.970535","42.834026","154 Sacandaga Rd","Scotia Village Plaza","Scotia","NY","12302","1537","SCHENECTADY"
"DOLLAR GENERAL 6160","-77.882759","42.830647","2727 GENESEE ST","","RETSOF","NY","14539","","LIVINGSTON"
"DOLLAR GENERAL 9531","-74.39595","41.716427","114 S Main St","","Ellenville","NY","12428","2116","ULSTER"
"Super Star Market","-77.625053","43.17881","1260 Saint Paul St","","Rochester","NY","14621","4329","MONROE"
"DOLLAR GENERAL 6514","-73.996429","42.084167","ROUTE 9 WEST","SIMMONS PLAZA","SAUGERTIES","NY","12477","","ULSTER"
"DOLLAR GENERAL 8749","-73.964729","42.798035","2001 Broadway","","Schenectady","NY","12306","4123","SCHENECTADY"
"DOLLAR GENERAL 6351","-74.012749","41.063606","100 N Middletown Rd","","Pearl River","NY","10965","2017","ROCKLAND"
"DOLLAR GENERAL 6079","-79.55677","42.334366","376 E Main St","","Westfield","NY","14787","","CHAUTAUQUA"
"DOLLAR GENERAL 6375","-76.029671","43.799198","9057 US Route 11","","Adams","NY","13605","","JEFFERSON"
"DOLLAR GENERAL 6724","-78.97245","42.162853","61 Main St","","Randolph","NY","14772","1124","CATTARAUGUS"
"DOLLAR GENERAL 6872","-73.81971","43.245667","417 Palmer Ave","","Corinth","NY","12822","1217","SARATOGA"
"DOLLAR GENERAL 6383","-78.683189","42.183681","US ROUTE 219","","GREAT VALLEY","NY","14741","","CATTARAUGUS"
"DOLLAR GENERAL 6217","-77.699165","42.56031","27 Ossian St","","Dansville","NY","14437","1023","LIVINGSTON"
"DOLLAR GENERAL 9951","-75.889099","42.104206","357 Court St","","Binghamton","NY","13904","1536","BROOME"
"DOLLAR GENERAL 6849","-79.254189","42.094185","601 W 3rd St","","Jamestown","NY","14701","4704","CHAUTAUQUA"
"DOLLAR GENERAL 6404","-76.121521","42.794376","475 STATE ROUTE 281","","TULLY","NY","13159","","ONONDAGA"
"DOLLAR GENERAL 6295","-74.715851","41.782814","1886 State Route 52","","Liberty","NY","12754","8307","SULLIVAN"
"DOLLAR GENERAL 6540","-73.872986","42.346062","ROUTE 9W S","","COXSACKIE","NY","12051","","GREENE"
"DOLLAR GENERAL 6456","-77.871368","42.72105","150 Main St","","Mount Morris","NY","14510","1517","LIVINGSTON"
"DOLLAR GENERAL 11284","-78.275528","42.236019","5240 Route 305","","Cuba","NY","14727","9208","ALLEGANY"
"DOLLAR GENERAL 9576","-76.286652","43.12133","7252 State Fair Blvd","","Syracuse","NY","13209","1867","ONONDAGA"
"386 Fulton Fish Corp","-73.619728","40.709408","386B Fulton Ave","","Hempstead","NY","11550","","NASSAU"
"Sammy Deli Grocery","-73.963753","40.797897","901 Columbus Ave","","New York","NY","10025","4041","NEW YORK"
"Rite Aid 4716","-76.508041","42.43325","615 S Meadow St","","Ithaca","NY","14850","5358","TOMPKINS"
"Rite Aid 623","-77.665009","43.204956","1436 Ridge Rd W","","Rochester","NY","14615","2411","MONROE"
"Rite Aid 4967","-76.813995","43.207954","5651 Whiskey Hill Rd","","Wolcott","NY","14590","9379","WAYNE"
"NEW R&A GROCERY STORE","-73.771034","42.66357","267 Central Ave","","Albany","NY","12206","2611","ALBANY"
"J. A. S. Grocery","-73.866745","40.831734","1792 Westchester Ave","","Bronx","NY","10472","3020","BRONX"
"Aguilar Deli & Grocery Corp","-73.894089","40.929108","39 Park Hill Ave","","Yonkers","NY","10701","","WESTCHESTER"
"Bethel Farm Inc","-73.850143","40.733936","6328 108th St","","Forest Hills","NY","11375","1350","QUEENS"
"CLINTON DELI & GROCERY","-73.764053","42.662434","413 Clinton Ave","","Albany","NY","12206","3102","ALBANY"
"MARTIN'S COUNTRY STORE","-74.560371","44.824154","691 County Route 6","","Moira","NY","12957","2207","FRANKLIN"
"ONTARIO SUPERMARKET","-73.771866","42.670246","46 Ontario St","","Albany","NY","12206","2427","ALBANY"
"Biponon Corp/Haat Bazaar","-73.892609","40.748447","3711 73rd St","","Jackson Heights","NY","11372","6248","QUEENS"
"NICE N EASY","-75.391685","43.891373","9741 State Route 812","","Croghan","NY","13327","","LEWIS"
"HARRISVILLE CONVENIENCE LLC","-75.31234","44.163311","ROUTE 812 & 3","","HARRISVILLE","NY","13648","","LEWIS"
"G. H. Food Inc","-73.952339","40.726654","750A Manhattan Ave","","Brooklyn","NY","11222","2910","KINGS"
"F & F New Rochelle Food Corp/C-Town","-73.782837","40.908028","538 Main St","","New Rochelle","NY","10801","7215","WESTCHESTER"
"Radha Deli & Grocery Inc","-73.877197","40.737549","8631 Broadway","","Elmhurst","NY","11373","5820","QUEENS"
"CASA LATINA SUPER MARKET","-73.910759","41.69796","651 Main St","","Poughkeepsie","NY","12601","3705","DUTCHESS"
"Eko African Store","-73.862183","40.88446","3832 White Plains Rd","","Bronx","NY","10467","5320","BRONX"
"Sweet Home Food & Beverage","-78.799721","43.042347","3030 Sweet Home Rd","","Amherst","NY","14228","1303","ERIE"
"Union Grocery","-73.95092","40.709545","305 Union Ave","","Brooklyn","NY","11211","5801","KINGS"
"Tribuzio Meat Market Inc","-73.997536","40.611923","7714 18th Ave","","Brooklyn","NY","11214","1110","KINGS"
"TROUPSBURG GENERAL STORE","-77.546364","42.044037","892 State Route 36","","Troupsburg","NY","14885","9746","STEUBEN"
"KEESEVILLE MOBIL","-73.480293","44.504356","1736 Front St","","Keeseville","NY","12944","3618","CLINTON"
"Jin Sun Produce Corp","-73.904488","40.879303","5590 Broadway","","Bronx","NY","10463","5519","BRONX"
"J & J Hooper Food Corp","-73.95211","40.710033","396 Hooper St","","Brooklyn","NY","11211","5803","KINGS"
"Benz's Food Products Inc","-73.939537","40.668545","332 Albany Ave","","Brooklyn","NY","11213","4429","KINGS"
"JLT 156 Food Corp","-73.924767","40.841396","156 W 170th St","","Bronx","NY","10452","2557","BRONX"
"Nube De Jesus Grocery # 2","-73.916595","40.749107","3902 47th Ave","","Sunnyside","NY","11104","4408","QUEENS"
"BM Grocery Inc","-73.872093","40.753841","3464 Junction Blvd","","Jackson Heights","NY","11372","3829","QUEENS"
"Saigon Hi Corp","-73.903831","40.864624","2465 University Ave","","Bronx","NY","10468","5602","BRONX"
"Phil's Meat & Grocery Inc","-73.835907","40.90844","118 S 4th Ave","","Mount Vernon","NY","10550","3107","WESTCHESTER"
"Walmart 5240","-76.507919","42.42939","744 S Meadow St","","Ithaca","NY","14850","5390","TOMPKINS"
"WALMART 3420","-73.600822","40.745605","1220 Old Country Rd","","Westbury","NY","11590","5624","NASSAU"
"PATHMARK 603","-73.941986","40.822803","300A W 145th St","","New York","NY","10039","3009","NEW YORK"
"MK HANDI STOP/MANJU ENTERPRISES CORP","-74.441483","41.426498","295 Wawayanda Ave","","Middletown","NY","10940","6830","ORANGE"
"Big Brother Deli Grocery Inc","-73.861816","40.878983","788 E 214th St","","Bronx","NY","10467","5912","BRONX"
"840 St Nicholas Food Corp","-73.942154","40.828747","840 Saint Nicholas Ave","","New York","NY","10031","1123","NEW YORK"
"JANDY CLOTHINGS & ACCESSORIES","-76.17321","43.037766","1017 S Geddes St","","Syracuse","NY","13204","3827","ONONDAGA"
"Tefanny Deli & Grocery","-73.958366","40.696426","83 Franklin Ave","","Brooklyn","NY","11205","2708","KINGS"
"Young's West Indian Fruits & Vegetables Market","-73.775497","40.673092","134-10 Guy R Brewer Blvd","","Jamaica","NY","11434","","QUEENS"
"HUNG KEE FOOD MARKET INC","-73.999069","40.717289","214 Canal St","","New York","NY","10013","4121","NEW YORK"
"Island Grocery of S.I. Inc","-74.129807","40.612492","1980 Victory Blvd","","Staten Island","NY","10314","3554","RICHMOND"
"CROWN POINT CITGO","-73.430923","43.951153","2777 Main St","","Crown Point","NY","12928","2607","ESSEX"
"TOPS 369","-76.12043","43.073547","181 Shop City Plz","","Syracuse","NY","13206","1943","ONONDAGA"
"TOPS 362","-76.108696","43.021305","620 Nottingham Rd","","Syracuse","NY","13224","2234","ONONDAGA"
"ROYAL SUPERMARKET","-73.982048","40.662312","1419 8th Ave","","BROOKLYN","NY","11215","","KINGS"
"La Esperanza Deli Inc","-73.620819","40.716839","363 Clinton St","","Hempstead","NY","11550","1731","NASSAU"
"Stern's 58 Corp","-73.995148","40.632069","5405 13th Ave","","Brooklyn","NY","11219","4128","KINGS"
"Nasser Candy & Luncheonette","-73.979782","40.645031","369 McDonald Ave","","Brooklyn","NY","11218","2211","KINGS"
"Ambrosia Health Food One Life to Live","-73.947395","40.650841","3224 Church Ave","","Brooklyn","NY","11226","4214","KINGS"
"CAMPOS INC","-73.978516","40.72884","216 Avenue B","","New York","NY","10009","3301","NEW YORK"
"Salahi Deli And Grocery","-73.966301","40.640347","1224 Cortelyou Rd","","Brooklyn","NY","11218","5404","KINGS"
"STAFFORD CONVENIENCE STORE","-76.11216","43.061737","372 Stafford Ave","","Syracuse","NY","13206","3313","ONONDAGA"
"K & K 8 Ave Inc","-73.99852","40.648067","735 39th St","","Brooklyn","NY","11232","3209","KINGS"
"ALI BABA'S INDIAN SPICES","-73.817436","42.702614","10 Fuller Rd","","Albany","NY","12205","5104","ALBANY"
"STEWARTS SHOP 186","-73.734726","42.677704","20 Broadway","","Menands","NY","12204","2724","ALBANY"
"M & S Food Corp","-73.939598","40.821175","2482 Adam Clayton Powell Jr Blvd","","New York","NY","10030","1332","NEW YORK"
"Ginseng Wild Trading Inc","-73.829315","40.757797","4114A Main St","","Flushing","NY","11355","3133","QUEENS"
"SJC Deli Food Corp","-73.880463","40.759872","8821 31st Ave","","East Elmhurst","NY","11369","1437","QUEENS"
"PORT JERVIS MARKET INC","-74.688873","41.377815","1 E Main St","","Port Jervis","NY","12771","1904","ORANGE"
"New Kacha Bazar Inc","-73.876869","40.74831","8926D Roosevelt Ave","","Jackson Heights","NY","11372","7857","QUEENS"
"SHAM CANDY & GROCERY","-73.767212","42.660233","123 Central Ave","","Albany","NY","12206","2902","ALBANY"
"Seven Eleven Halal Live Poultry","-73.851082","40.901855","711 E 240th St","","Bronx","NY","10470","1621","BRONX"
"SUNOCO APLUS","-77.598404","43.142006","809 Clinton Ave S","","Rochester","NY","14620","1403","MONROE"
"Best Food Buy Corp","-73.785484","40.908478","38 Centre Ave","","New Rochelle","NY","10801","7207","WESTCHESTER"
"Marien Grocery Corp.","-73.896385","40.678684","99 Jamaica Ave","","Brooklyn","NY","11207","2015","KINGS"
"544 Throop Avenue Food Market Inc","-73.941399","40.685013","544 Throop Ave","","Brooklyn","NY","11221","","KINGS"
"GARDEN MINI DELI, INC","-73.923248","41.711658","163 Garden St","","Poughkeepsie","NY","12601","1933","DUTCHESS"
"Gutierrez Mini Market","-73.884514","40.680038","2983 Fulton St","","Brooklyn","NY","11208","1123","KINGS"
"Juncalito Meat & Produce Inc","-73.937904","40.8009","2212 3rd Ave","","New York","NY","10035","3530","NEW YORK"
"Save N Save Inc","-74.081978","40.598431","1174 Hylan Blvd","","Staten Island","NY","10305","1920","RICHMOND"
"CITGO JOLLY ROGER","-78.93998","43.071106","2065 River Rd","","Niagara Falls","NY","14304","3714","NIAGARA"
"ASKERS FOOD MARKET # 2","-77.639435","43.176201","620 Dewey Ave","","Rochester","NY","14613","2343","MONROE"
"Steve Mexican Grocery Inc","-73.915665","40.705524","423 Stanhope St","","Brooklyn","NY","11237","4440","KINGS"
"Los Hermanos Aracena Grocery Corp","-73.852989","40.746025","4904 111th St","","Corona","NY","11368","2919","QUEENS"
"COUNTRY CONVENIENCE","-75.250404","42.871613","373 NYS Route 8","","BRIDGEWATER","NY","13313","","ONEIDA"
"La Placita Market Corp","-73.917854","41.290794","1049 Park St","","Peekskill","NY","10566","3803","WESTCHESTER"
"Jony Food Corp","-73.903549","40.865074","2487 University Ave","","Bronx","NY","10468","5602","BRONX"
"Tepeojuma Deli Grocery","-73.919067","40.704285","123B Wyckoff Ave","","Brooklyn","NY","11237","3903","KINGS"
"S&J&I CORP","-78.817825","42.861515","1770 Seneca St","","Buffalo","NY","14210","1829","ERIE"
"Super H Mart Inc","-73.655815","40.7537","400 Hillside Ave","","Williston Park","NY","11596","2109","NASSAU"
"La Duena Mexican Deli Inc","-73.862434","40.751217","3806 104th St","","Corona","NY","11368","1971","QUEENS"
"DERBY DELI INC","-78.985199","42.698933","6901 Erie Rd","","Derby","NY","14047","9108","ERIE"
"M & N Deli Grocery Inc","-73.846176","40.689018","96-27 Atlantic Ave","","Woodhaven","NY","11421","","QUEENS"
"New Amin Grocery & Halal Meat Inc","-73.830833","40.684887","11107 Liberty Ave","","Richmond Hill","NY","11419","1847","QUEENS"
"D & A 724 Food Corp","-73.886246","40.815022","724 Hunts Point Ave","","Bronx","NY","10474","5921","BRONX"
"RISE & SHINE","-76.496208","43.459522","126 E Oneida St","","Oswego","NY","13126","2375","OSWEGO"
"DOLLAR GENERAL 5729","-78.038963","43.226234","16684 State Route 31","","Holley","NY","14470","9074","ORLEANS"
"DOLLAR GENERAL 5736","-73.963776","41.616474","2 Riverview Dr","Ste 4","Marlboro","NY","12542","5324","ULSTER"
"DOLLAR GENERAL 6955","-78.676811","43.217972","4015 Lake Ave","","Lockport","NY","14094","1115","NIAGARA"
"DOLLAR GENERAL 6977","-79.043823","42.645329","8814 Erie Rd","","Angola","NY","14006","9620","ERIE"
"DOLLAR GENERAL 6795","-77.101891","42.169655","82 Victory Hwy","","Painted Post","NY","14870","1007","STEUBEN"
"Haim's International Health Food Market Inc","-73.820839","40.721344","14104 77th Rd","","Flushing","NY","11367","3421","QUEENS"
"Chatzi Chinam Inc","-73.900642","40.700474","58-22 Myrtle Ave","","Ridgewood","NY","11385","5021","QUEENS"
"Forever Grocery Inc","-73.62838","40.711006","157 N Franklin St","","Hempstead","NY","11550","1314","NASSAU"
"Yijung Market LLC","-73.949738","40.645138","2919 Beverley Rd","","Brooklyn","NY","11226","5509","KINGS"
"DOLLAR GENERAL 9428","-75.460587","43.255299","8218 Turin Rd","","Rome","NY","13440","1914","ONEIDA"
"DOLLAR GENERAL 8537","-76.137955","43.232697","5501 Bartel Rd","","Brewerton","NY","13029","8701","ONONDAGA"
"DOLLAR GENERAL 8960","-78.834984","42.93898","230 Holden St","","Buffalo","NY","14214","2234","ERIE"
"K-1 MINI FOOD MARKET","-78.813698","42.940708","3154 Bailey Ave","","Buffalo","NY","14215","1622","ERIE"
"M & M Grocery & Deli Inc","-73.890053","40.933399","149 Elm St","","Yonkers","NY","10701","3929","WESTCHESTER"
"E & L Grocery Corp","-73.849678","40.825943","917 Castle Hill Ave","","Bronx","NY","10473","1319","BRONX"
"Demely Grocery","-73.940895","40.792671","2122 2nd Ave","","New York","NY","10029","3206","NEW YORK"
"Guanina Deli Store","-73.935028","40.800869","2383 2 Ave","","New York","NY","10035","","NEW YORK"
"J M Food Market Inc","-73.602219","40.702118","415 Jerusalem Ave","","Hempstead","NY","11550","5326","NASSAU"
"Morales Deli & Grocery Corp","-74.001343","40.601276","2006 Bath Ave","","Brooklyn","NY","11214","4812","KINGS"
"O.R. Los Primos Mini Market Inc","-73.065704","40.860889","1656 Middle Country Rd","","Centereach","NY","11720","3537","SUFFOLK"
"HP of Holbrook Inc","-73.076355","40.794693","1202 Grundy Ave","","Holbrook","NY","11741","2634","SUFFOLK"
"Main St Grocery","-73.875664","41.014488","90 Main St","","Dobbs Ferry","NY","10522","1609","WESTCHESTER"
"RIDGEWOOD FOOD MARKET","-75.267052","43.074459","2514 Oneida St","","Utica","NY","13501","6309","ONEIDA"
"Mickey & Elvis College Deli Corp","-73.883965","40.854069","717 E 187th St","","Bronx","NY","10458","6803","BRONX"
"New Harlem Halal Meat","-73.955498","40.804192","2142 Frederick Douglass Blvd","","New York","NY","10026","2306","NEW YORK"
"Metro Deli of Northside Corp","-73.955322","40.7141","78 Havemeyer St","","Brooklyn","NY","11211","","KINGS"
"VC Deli Grocery","-73.89048","40.848877","640 E 180th St","","Bronx","NY","10457","3462","BRONX"
"SOLSTICE WHOLE FOODS & HERBS","-75.523766","42.530128","30 S Broad St","","NORWICH","NY","13815","1843","CHENANGO"
"510 JD Deli Grocery","-73.936478","40.840546","501 W 169 St","AKA 2196 Amsterdam Ave","New York","NY","10032","","NEW YORK"
"Rosemery & Father Deli Grocery & Fruits Inc","-73.920662","40.840534","59A W 170th St","","Bronx","NY","10452","3223","BRONX"
"Jake Fruits & Vegs Corp","-73.864052","40.837879","1869 Archer St","","Bronx","NY","10460","6207","BRONX"
"THE MUSTARD SEED NATURAL FOOD MARKET","-76.507782","43.459023","18 E Cayuga St","Ste 8","Oswego","NY","13126","2128","OSWEGO"
"99 Cents Golden Discount Inc","-73.925507","40.828484","880 River Ave","","Bronx","NY","10452","9431","BRONX"
"DOLLAR GENERAL 5701","-78.683334","42.901356","5150 Broadway","","Depew","NY","14043","4021","ERIE"
