"Store_Name","Longitude","Latitude","Address","Address Line #2","City","State","Zip5","Zip4","County"
"Rite Aid 10708","-74.209152","41.513222","103 Hawkins Dr","","Montgomery","NY","12549","2626","ORANGE"
"Mayalpa Inc","-73.847755","40.69482","9803 Jamaica Ave","","Woodhaven","NY","11421","2213","QUEENS"
"SUPERIOR MARKET","-73.991997","40.575813","2428 Mermaid Ave","","Brooklyn","NY","11224","2210","KINGS"
"Aldi 22","-77.62793","43.171574","400 Lake Ave","","Rochester","NY","14608","1018","MONROE"
"NEW MILLENNIUM GROCERY","-73.961098","40.650314","510 Ocean Ave","","Brooklyn","NY","11226","2935","KINGS"
"Aldi 23","-75.472542","44.692856","1101 Park St","","Ogdensburg","NY","13669","3913","ST LAWRENCE"
"TOPS  131","-78.781349","42.903625","700 Thruway Plaza Dr","","Cheektowaga","NY","14225","4946","ERIE"
"KOSHER CORNER INC","-73.998703","40.629959","1263 59th St","","Brooklyn","NY","11219","4917","KINGS"
"ZILANI FOOD, INC","-73.861099","40.667923","1364 Loring Ave","","Brooklyn","NY","11208","5115","KINGS"
"LIGIA GROCERY STORE","-73.939789","40.651329","4023 Church Ave","","Brooklyn","NY","11203","2916","KINGS"
"LEE GARDENS SUPERMARKET INC","-73.953796","40.699387","529 FLUSHING AVE","","BROOKLYN","NY","11205","","KINGS"
"SUNNY GROCERY YILDIZ CORP","-73.921707","40.742508","4526 43rd Ave","","Sunnyside","NY","11104","1902","QUEENS"
"Stop & Shop 0528","-74.070732","41.523136","1429 Route 300","","Newburgh","NY","12550","2908","ORANGE"
"NICE N EASY GROCERY 24","-76.118393","43.557903","3821 State Route 13","","Pulaski","NY","13142","2493","OSWEGO"
"S & E E 14TH STREET MARKET, INC.","-73.95916","40.608017","1698 E 14th St","","Brooklyn","NY","11229","2002","KINGS"
"KMART  9542","-74.983543","43.024811","200 S Washington St","","Herkimer","NY","13350","2300","HERKIMER"
"ORIGINAL AFRICAN CARIBBEAN CLOTHI","-73.949959","40.654625","1321 Nostrand Ave","","Brooklyn","NY","11226","2201","KINGS"
"SCHUYLER DELI CORP","-73.824364","40.828648","3610 E Tremont Ave","","Bronx","NY","10465","2047","BRONX"
"120 North Main Street Meat Corp/Compare Foods","-73.585342","40.660713","120 N Main St","","Freeport","NY","11520","2223","NASSAU"
"KINGSTON MEAT MARKET","-73.856689","40.894474","4232 White Plains Rd","","Bronx","NY","10466","3016","BRONX"
"ALTAGRACIA GROCERY, CORP","-73.911491","40.848541","10 E 176th St","","Bronx","NY","10453","6202","BRONX"
"LEE HEYWARD GROCERIES INC","-73.95565","40.701817","198 Lee Ave","","Brooklyn","NY","11206","5409","KINGS"
"Lott Meat Market Corp","-73.914124","40.657135","469 E 98th St","","Brooklyn","NY","11212","4264","KINGS"
"PASTORA BAKERY CORP","-73.907806","40.815933","726 E 152nd St","Store A","Bronx","NY","10455","2210","BRONX"
"POLAM INTERNATIONAL MEAT MKT INC","-73.954498","40.731777","952 MANHATTAN AVE","","BROOKLYN","NY","11222","","KINGS"
"SERVICE PHARMACY","-75.332344","42.623993","12 S Main St","","New Berlin","NY","13411","","CHENANGO"
"K. R. QUICK STOP CORPORATION","-72.863197","40.796535","20 Floyd Rd","","Shirley","NY","11967","2578","SUFFOLK"
"MIDDLENECK SUPERMARKET, INC","-73.734848","40.800903","533 Middle Neck Rd","","Great Neck","NY","11023","1423","NASSAU"
"WEST MARKET","-78.89711","42.918407","1032 West Ave","","Buffalo","NY","14213","1527","ERIE"
"DNY NATURAL LAND INC","-73.982384","40.691414","322 Flatbush Ave","","Brooklyn","NY","11238","4302","KINGS"
"ISLAMIC BOOK DISRIBUTOR COMPANY","-73.863693","40.747051","4220 National St","","Corona","NY","11368","2445","QUEENS"
"MONSEY KOSHER PLAZA","-74.067184","41.107578","84 Route 59","","Monsey","NY","10952","3741","ROCKLAND"
"BEN'S MARKET","-73.917351","40.878792","19B Knolls Cres","","Bronx","NY","10463","6301","BRONX"
"ROBERTO CABAN GROCERY INC.","-73.851936","40.809765","1980 GILDERSLEEVE AVE","","BRONX","NY","10473","2339","BRONX"
"PINE GROCERIES INC","-73.883202","40.88068","9 E 208th St","","Bronx","NY","10467","2701","BRONX"
"PARKSIDE PHARMACY","-78.838486","42.893162","975 Broadway St","","Buffalo","NY","14212","1317","ERIE"
"HAN HEE INC","-73.904503","40.74506","5918 Woodside Ave","","Woodside","NY","11377","3539","QUEENS"
"VILLAGE CONVENIENCE STORE","-73.665489","40.649384","8 Centre Ave Apt B","","East Rockaway","NY","11518","1137","NASSAU"
"OAK HILL FARM BULK FOODS, INC.","-77.0382","42.610722","3173 State Route 14A","","Penn Yan","NY","14527","9580","YATES"
"SAM'S MARKET","-73.794571","42.255455","101 Warren St","","Hudson","NY","12534","3118","COLUMBIA"
"Kmart 9415","-73.723251","41.392445","987 Route 6","","Mahopac","NY","10541","1716","PUTNAM"
"Jamestown Save-A-Lot","-79.248222","42.114445","194 Fluvanna Ave","","Jamestown","NY","14701","2038","CHAUTAUQUA"
"SUPER FISH MARKET INC","-73.851494","40.73167","10535 64th Rd","","Forest Hills","NY","11375","1605","QUEENS"
"FASTRAC MARKET 272","-74.187912","42.943012","138 Market St","","Amsterdam","NY","12010","3625","MONTGOMERY"
"K Y C FARM INC","-73.832207","40.846958","3002A Buhre Ave","","Bronx","NY","10461","4702","BRONX"
"EAGLE CHEESE CO INC","-73.972298","40.597054","320 Avenue U","","Brooklyn","NY","11223","3922","KINGS"
"PECKS MARKET LIV MANOR","-74.826355","41.901665","29 Main St","","Livingston Manor","NY","12758","5147","SULLIVAN"
"324 BRIGHTON BEACH GROCERY","-73.963928","40.57703","324A Brighton Beach Ave","","Brooklyn","NY","11235","","KINGS"
"HUGEN FARMS DF","-77.590958","43.165573","280 Union St N","Shed A Stall 48-52","Rochester","NY","14609","6014","MONROE"
"VEGANO DELI AND GROCERY","-74.004501","40.654091","945 4th Ave","","Brooklyn","NY","11232","2501","KINGS"
"PECK'S MARKET INC","-75.056419","41.765396","9 Lower Main St","","Callicoon","NY","12723","5000","SULLIVAN"
"CRUZ MEXICAN PRODUCTS INC","-73.918373","40.758343","3211 41st St","","Long Island City","NY","11103","3502","QUEENS"
"TYULPAN INC.","-73.996902","40.605839","8323 20th Ave","","Brooklyn","NY","11214","3001","KINGS"
"DIVISION MINI MARKET INC","-73.96302","40.707642","126 Division Ave","","Brooklyn","NY","11211","7117","KINGS"
"KMART  9416","-73.797523","41.043079","399 Tarrytown Rd","","White Plains","NY","10607","1313","WESTCHESTER"
"OELLRICH & BEHLING, INC","-75.056679","41.610168","120 Kirks Rd","","Narrowsburg","NY","12764","6430","SULLIVAN"
"LEE AVE FISH MARKET INC","-73.957497","40.69445","655 Myrtle Ave","","BROOKLYN","NY","11211","","KINGS"
"A & A DELI GROCERY CORP","-73.996216","40.743263","203 7th Ave","","New York","NY","10011","1853","NEW YORK"
"ANTIGUA MEAT MARKET","-73.91478","40.833843","1212 GRANT AVE","","BRONX","NY","10456","3134","BRONX"
"INTERNATIONAL DELI CORP","-73.985039","40.638348","4017 14th Ave","","Brooklyn","NY","11218","3507","KINGS"
"Jamao Grocery Store Corp.","-73.913177","40.665092","174 Blake Ave","","Brooklyn","NY","11212","5002","KINGS"
"Avenue H Deli Inc","-73.929108","40.632751","4924 Avenue H","","Brooklyn","NY","11234","1515","KINGS"
"INTERNATIONAL MEAT MARKET, INC","-73.916962","40.764786","3612 30th Ave","","Astoria","NY","11103","4360","QUEENS"
"ACEVEDO'S SANTO DOMINGO 1 GROCERY","-73.891884","40.666733","725 Dumont Ave","","Brooklyn","NY","11207","5408","KINGS"
"TURCO'S NORTH, LLC","-73.783035","41.274418","380 Downing Dr","","Yorktown Heights","NY","10598","4426","WESTCHESTER"
"R S GROCERY","-73.943398","40.695133","266 Throop Ave","","Brooklyn","NY","11206","6911","KINGS"
"ITTADI INC","-73.927292","40.759712","3208 31st St","","Astoria","NY","11106","2643","QUEENS"
"ML GROCERY","-74.009071","40.653233","4002 3rd Ave","","Brooklyn","NY","11232","2551","KINGS"
"RAINBO'S FISH MARKET LLC","-73.98764","40.71949","120 Essex St","Booth 34","New York","NY","10002","","NEW YORK"
"ALAM & BROTHERS INC","-73.922279","40.74374","4201 Queens Blvd","","Sunnyside","NY","11104","2805","QUEENS"
"4 STAR VEGETABLE & FOOD CORP.","-73.80941","40.705116","8778 Sutphin Blvd","","Jamaica","NY","11435","3342","QUEENS"
"BIENVENIDO GROCERY","-73.862213","40.750946","3815 104th St","","Corona","NY","11368","1946","QUEENS"
"BENGAL GROCERY AND HALAL MEAT INC","-73.793732","40.710445","16831 HILLSIDE AVE","","JAMAICA","NY","11432","","QUEENS"
"BURGOS GROCERY","-73.960442","40.67403","762 CLASSON AVE","","BROOKLYN","NY","11232","","KINGS"
"VIVA FRUIT AND VEGETABLES","-73.98764","40.71949","120 Essex St","Booth 39","New York","NY","10002","","NEW YORK"
"EL VERDE MEAT & PRODUCE INC","-73.867294","40.664776","925 Crescent St","","Brooklyn","NY","11208","5515","KINGS"
"LA FAMILIA GROCERY","-73.878746","40.673061","834 Belmont Ave","","Brooklyn","NY","11208","2331","KINGS"
"New Grammah Food Mart Corp","-73.942924","40.662888","555 Lefferts Ave","","Brooklyn","NY","11225","4543","KINGS"
"ACE ENDICO CORP/ACE ENDICO CSH&CR","-73.843819","40.914219","188 W Lincoln Ave","","Mount Vernon","NY","10550","1241","WESTCHESTER"
"YOM TOV INC","-73.985466","40.631104","4824 16th Ave","","Brooklyn","NY","11204","1108","KINGS"
"MR Grocery Corp","-73.919968","40.702156","164 IRVING AVE","","BROOKLYN","NY","11237","","KINGS"
"GOLD TIM CORPORATION","-73.84198","40.784988","12601 15th Ave","","College Point","NY","11356","1811","QUEENS"
"700 FOOTHILL FOOD CO., LLC/KEY FOOD SM","-73.820259","40.678368","11411 Lefferts Blvd","","South Ozone Park","NY","11420","2001","QUEENS"
"J&J FOOD MARKET","-73.972565","40.68594","19 Greene Ave","","Brooklyn","NY","11238","1017","KINGS"
"IMMORIAL RISE, INC","-74.008698","40.646618","4705 5th Ave","","Brooklyn","NY","11220","1209","KINGS"
"Main Street Food Plaza Inc/Wassermans Supermarket","-73.821053","40.72477","7268 Main St","","Flushing","NY","11367","2421","QUEENS"
"KARAM GENERAL STORE INC","-73.895775","40.922325","326 S Broadway","","Yonkers","NY","10705","2049","WESTCHESTER"
"UNITY FOOD MARKET INC","-73.995506","40.631271","5501 New Utrecht Ave","","Brooklyn","NY","11219","4630","KINGS"
"STOP 1 SUPERMARKET","-73.993378","40.615917","7015 18th Ave","","Brooklyn","NY","11204","5202","KINGS"
"MILLENIUM DELI GROCERY","-73.997398","40.577538","3038 Neptune Ave","","Brooklyn","NY","11224","1865","KINGS"
"CARNICERIA HISPANO AMERICANA, INC","-73.8778","40.75037","8922 37th Ave","","Jackson Heights","NY","11372","7739","QUEENS"
"Mi Pueblo Grocery Store Inc.","-73.940964","40.79174","339 E 108TH ST","","NEW YORK","NY","10029","4252","NEW YORK"
"TOPS  415","-77.607201","43.087257","1100 Jefferson Rd","","Rochester","NY","14623","3135","MONROE"
"BYRNE DAIRY STORE 65","-76.414856","43.038467","175 RT 5 WEST","","ELBRIDGE","NY","13060","","ONONDAGA"
"RED MOUNTAIN DELI GROCERY","-73.894958","40.669468","645 Sutter Ave","","Brooklyn","NY","11207","4112","KINGS"
"INWOOD FOOD CENTER","-73.9216","40.868431","635 W 207th St","","New York","NY","10034","2614","NEW YORK"
"N R H CORP","-74.030983","40.637287","125 Bay Ridge Ave","","Brooklyn","NY","11220","5108","KINGS"
"S D LIVE POULTRY MARKET INC","-73.7967","40.696308","10628 157th St","","Jamaica","NY","11433","2050","QUEENS"
"BOGOPA-CONCOURSE INC","-73.919594","40.825874","238 E 161st St","","Bronx","NY","10451","3534","BRONX"
"FORCES OF NATURE","-73.953011","40.587086","1608 Sheepshead Bay Rd","","Brooklyn","NY","11235","3803","KINGS"
"KMART  7676","-75.413475","42.297306","171 Delaware Ave","","Sidney","NY","13838","1349","DELAWARE"
"NEW FOOD CORP","-73.658157","40.753277","3367 Hillside Ave","","New Hyde Park","NY","11040","2705","NASSAU"
"HADERA INC","-73.969788","40.6045","529 Kings Hwy","","Brooklyn","NY","11223","1919","KINGS"
"AUBREY'S INN & SHOPPING CENTER","-76.340866","44.126251","342 E.BROADWAY","","CAPE VINCENT","NY","13618","","JEFFERSON"
"POTSDAM SAVE A LOT","-74.986923","44.684975","200 Market St","","Potsdam","NY","13676","1217","ST LAWRENCE"
"WALDBAUMS  611","-72.948006","40.944935","245 Route 25A","","Rocky Point","NY","11778","8803","SUFFOLK"
"CONVENIENT ONE STOP","-78.699341","43.17371","322 Hawley St","","Lockport","NY","14094","2730","NIAGARA"
"Kol Tuv Grocery Inc","-73.942543","40.664963","409 Kingston Ave","","Brooklyn","NY","11225","3125","KINGS"
"Tambru Fruit Market Inc / Knickerbocker Fruit Mkt","-73.924385","40.702194","272 Knickerbocker Ave","","Brooklyn","NY","11237","2726","KINGS"
"SD INTERNATIONAL PROD F.I, INC","-73.997093","40.605614","8419 20th Ave","","Brooklyn","NY","11214","3003","KINGS"
"GARCIA'S MINIMARKET","-74.016304","41.496319","94 William St","","Newburgh","NY","12550","5958","ORANGE"
"KMART  9414","-73.782997","41.274311","355 Downing Dr # 118","","Yorktown Heights","NY","10598","4413","WESTCHESTER"
"SHEPHERD'S FOOD MARKET","-76.857651","42.042126","1445 Pennsylvania Ave","","Pine City","NY","14871","9272","CHEMUNG"
"NIAGARA FOOD PLUS","-78.882881","42.891495","259 Niagara St","","Buffalo","NY","14201","2336","ERIE"
"PATHMARK 616","-73.754105","40.679272","13440 Springfield Blvd","Ste 1","Springfield Gardens","NY","11413","1403","QUEENS"
"D'AGOSTINO SUPERMARKET  25","-73.976295","40.748356","580 3rd Ave","","New York","NY","10016","2775","NEW YORK"
"KMART  4123","-78.984337","43.10677","2590 Military Rd","","Niagara Falls","NY","14304","1506","NIAGARA"
"KMART  4176","-78.759956","42.908253","2055 Walden Ave","","Cheektowaga","NY","14225","5113","ERIE"
"KMART  3415","-78.871429","42.947742","1001 Hertel Ave","","Buffalo","NY","14216","2614","ERIE"
"KMART  7677","-77.963562","42.127449","121 Bolivar Rd","","Wellsville","NY","14895","1200","ALLEGANY"
"4-H TIP TOP ENTERPRISES","-78.813583","42.942444","3221 Bailey Ave","","Buffalo","NY","14215","1628","ERIE"
"C&E MARKET","-78.810913","42.913815","1930 Genesee St","","Buffalo","NY","14211","1818","ERIE"
"KMART  7695","-78.462395","42.076958","2801 W State St","","Olean","NY","14760","1828","CATTARAUGUS"
"DISCOUNT FOOD MARKET","-77.602936","43.180756","752 Avenue D","","Rochester","NY","14621","4749","MONROE"
"UNIQUE FOOD MARKET INC","-73.774635","40.714832","18716 Hillside Ave","","Jamaica","NY","11432","3216","QUEENS"
"CARLOS FOOD CENTER","-73.944359","40.704357","62 Manhattan Ave","","Brooklyn","NY","11206","3144","KINGS"
"CHARISSE & CRISTINE ENT LTD","-73.917061","40.849167","1750 Dr Martin L King Jr Blvd","","Bronx","NY","10453","6943","BRONX"
"Entenmanns Bakery Outlet 8733","-78.82238","43.007797","1960 Niagara Falls Blvd","","Tonawanda","NY","14150","5542","ERIE"
"NEW EVELINA GROCERY","-73.953621","40.638493","1339 Flatbush Ave","","Brooklyn","NY","11226","7602","KINGS"
"YOSSI'S SWEET HOUSE","-73.987251","40.636322","4406 14th Ave","","Brooklyn","NY","11219","2104","KINGS"
"FREIHOFER BAKERY OUTLET 8704","-76.123596","43.082069","2301 Teall Ave","","Syracuse","NY","13206","1546","ONONDAGA"
"Crescent Food Corp","-73.928627","40.763557","2355 Broadway","","Long Island City","NY","11106","4138","QUEENS"
"EMERSON GROCERY","-73.962044","40.693916","551 Myrtle Ave","","Brooklyn","NY","11205","2654","KINGS"
"THE DELI SHOPPE","-78.696884","42.888798","5071 Transit Rd","","Depew","NY","14043","4436","ERIE"
"PHU-THAI ORIENTAL STORE","-78.887756","42.905846","356 Connecticut St","","Buffalo","NY","14213","2546","ERIE"
"YUE FUNG USA ENTERPRISE INC","-73.996597","40.717216","53 Elizabeth St","","New York","NY","10013","4623","NEW YORK"
"KMART  9418","-73.74025","40.636112","25301 Rockaway Blvd","","Rosedale","NY","11422","3135","QUEENS"
"SAIBAL GROCERY & HALAL MEAT INC","-73.882622","40.742741","8128 Broadway","","Elmhurst","NY","11373","2450","QUEENS"
"WESTERN BEEF RETAIL, INC 54","-73.87471","40.688953","814 Jamaica Ave","","Brooklyn","NY","11208","1523","KINGS"
"R&D FOOD STORE INC","-73.935318","41.706139","9 N Clover St","","Poughkeepsie","NY","12601","2204","DUTCHESS"
"FOOD EMPORIUM  783","-73.961914","40.759663","401 E 59th St","","New York","NY","10022","","NEW YORK"
"GREENPOINT FRUITS & DELI MKT CORP","-73.954552","40.732399","974 Manhattan Ave","","Brooklyn","NY","11222","1607","KINGS"
"BIRENBAUM'S FOOD CENTER,INC","-74.000687","40.636307","5307 Fort Hamilton Pkwy","","Brooklyn","NY","11219","4036","KINGS"
"WURTSBORO G-MART INC","-74.49826","41.566391","2930 State Route 209","","Wurtsboro","NY","12790","","SULLIVAN"
"LIPAS FISH MARKET","-73.959198","40.707245","208 Division Ave","","Brooklyn","NY","11211","7202","KINGS"
"KOSHER CORNER SUPERMARKET INC","-73.972473","40.602325","2055 McDonald Ave","","Brooklyn","NY","11223","2821","KINGS"
"WILSON POULTRY MARKET INC.","-73.96048","40.706696","205 Wilson St","","Brooklyn","NY","11211","7206","KINGS"
"WALGREENS  05610","-78.80014","42.979393","3605 Sheridan Dr","","Amherst","NY","14226","1632","ERIE"
"1938 MADISON AVEGROCERY&DELI,INC","-73.941055","40.805286","1938 Madison Ave","","New York","NY","10035","1821","NEW YORK"
"Aldi 90","-78.865753","43.05983","1365 Nash Rd","","N Tonawanda","NY","14120","2366","NIAGARA"
"SAWALHA GAS MART","-76.141556","43.0172","3200 S Salina St","","Syracuse","NY","13205","1850","ONONDAGA"
"CITY FOOD","-78.826622","42.932701","711 Kensington Ave","","Buffalo","NY","14215","2623","ERIE"
"WALMART SUPERCENTER 1830","-76.544182","42.954605","297 Grant Ave","","Auburn","NY","13021","1407","CAYUGA"
"M&B INTERNATIONAL FOODS, INC","-73.969093","40.590687","371 Avenue X","","Brooklyn","NY","11223","6003","KINGS"
"LEE FISH","-73.432861","40.713978","918 Main St","","Farmingdale","NY","11735","5426","NASSAU"
"DE CICCO OF SCARSDALE/C-Town","-73.80545","40.976006","58 East Parkway","","Scarsdale","NY","10583","4140","WESTCHESTER"
"JAMES MILLER DF","-78.975929","43.116707","3330 Miller Rd","","Niagara Falls","NY","14304","1487","NIAGARA"
"AVE J FISH CENTER INC","-73.963623","40.624958","1215 Avenue J","","Brooklyn","NY","11230","3603","KINGS"
"AU PETIT MARCHE, INC","-73.95092","40.665585","952 Nostrand Ave","","Brooklyn","NY","11225","3001","KINGS"
"DELI COMMERCIAL MEXICANA","-73.895485","40.92923","264 New Main St","","Yonkers","NY","10701","4112","WESTCHESTER"
"FOOD CONNECTION II LTD","-73.879486","40.724915","7915 Eliot Ave","","Middle Village","NY","11379","1324","QUEENS"
"STOP & SHOP  560","-73.207336","40.857468","291 W Main St","","Smithtown","NY","11787","2608","SUFFOLK"
"TOPS  239","-78.869942","42.981007","1740 Sheridan Dr","","Buffalo","NY","14223","1210","ERIE"
"BROOKSIDE GROCERY","-73.523872","44.818897","160 W Church St","","West Chazy","NY","12992","3257","CLINTON"
"CLINTON GROCERY","-77.612869","43.173489","819 Clinton Ave N","","Rochester","NY","14605","1113","MONROE"
"T & A Deli, Inc","-73.940849","40.71212","90 Bushwick Ave","","Brooklyn","NY","11211","1854","KINGS"
"Assary Grocery Corp","-73.951385","40.812172","343 Saint Nicholas Ave","Frnt 1","New York","NY","10027","7602","NEW YORK"
"CAZENOVIA MINI MARKET","-78.80368","42.850212","2330 Seneca St","","Buffalo","NY","14210","2519","ERIE"
"B U D  INC","-74.165565","40.545074","3817 Richmond Ave","","Staten Island","NY","10312","3828","RICHMOND"
"HOLLEY FARM MARKET","-78.878784","42.899536","233 Allen St","","Buffalo","NY","14201","1417","ERIE"
"JCJ SUPERMARKET, CORP","-73.902946","40.826595","735 E 166th St","","Bronx","NY","10456","5623","BRONX"
"THROGS NECK BEST GOURMET DELI","-73.820145","40.824146","3840 E Tremont Ave","","Bronx","NY","10465","2461","BRONX"
"STOP & SHOP 559","-73.545479","40.757477","530 W Old Country Rd","","Hicksville","NY","11801","4112","NASSAU"
"TEJEDA GROCERY STORE","-73.897316","40.858952","2381 Valentine Ave","","Bronx","NY","10458","7118","BRONX"
"Sunnyside European Meat Market LLC","-73.921501","40.743671","4310 43rd St","","Sunnyside","NY","11104","2608","QUEENS"
"NEW MARKETS, INC","-73.976753","40.672703","142 7th Ave","","Brooklyn","NY","11215","2201","KINGS"
"CEPIN FOOD CORP","-73.932854","40.85041","1456 St Nicholas Ave","","New York","NY","10033","4034","NEW YORK"
"N & K CONVENIENCE, INC","-73.842789","40.869602","3001 Eastchester Rd","","Bronx","NY","10469","3201","BRONX"
"Aldi 24","-76.196747","43.059849","2015 ERIE BLVD","","E SYRACUSE","NY","13202","","ONONDAGA"
"C & D SUPERMARKET INC","-74.008202","40.640163","5401 7th Ave","","Brooklyn","NY","11220","3122","KINGS"
"KMART  4034","-76.146172","43.106945","2803 Brewerton Rd","","Mattydale","NY","13211","1003","ONONDAGA"
"Rite Aid 10740","-76.296684","42.490627","11 Main Street East","","DRYDEN","NY","13053","","TOMPKINS"
"SORRENTINO'S DELI& MARKET","-73.744225","42.837631","241 Grooms Rd","","Clifton Park","NY","12065","6217","SARATOGA"
"A & S Grocery","-73.877953","40.833916","1568 E 174th St","","Bronx","NY","10472","1203","BRONX"
"ALIPERTI PORK STORE","-73.944855","40.717594","426 Graham Ave","","Brooklyn","NY","11211","1479","KINGS"
"LA BARANCA INC","-74.124031","40.633945","1240 Castleton Ave","","Staten Island","NY","10310","1711","RICHMOND"
"PRICE CHOPPER  172","-76.102303","43.054047","2515 Erie Blvd E","","Syracuse","NY","13224","1109","ONONDAGA"
"TOPS  119","-78.961815","43.020634","2140 Grand Island Blvd","","Grand Island","NY","14072","2194","ERIE"
"EASTERN AVE DELI GROCERY","-73.926643","42.811176","838 Eastern Ave","","Schenectady","NY","12308","3220","SCHENECTADY"
"ISLAND FARM MEAT, CORP","-73.996544","40.663296","149 21st St","","Brooklyn","NY","11232","1103","KINGS"
"MARCY GARDENS SUPERMARKET INC","-73.951561","40.701195","415 Marcy Ave","","Brooklyn","NY","11206","4973","KINGS"
"Alhamri Inc DBA/South Park Express Food Market","-78.824066","42.817188","3045 S Park Ave","","Buffalo","NY","14218","2655","ERIE"
"BUDWEYS FOOD MARKET","-78.862885","43.037056","535 Division St","","North Tonawanda","NY","14120","4403","NIAGARA"
"WALDBAUMS  217","-73.349632","40.868793","777 Pulaski Rd","","Greenlawn","NY","11740","1710","SUFFOLK"
"JUBILEE FOODS","-76.837868","42.176208","2898 Westinghouse Rd","","Horseheads","NY","14845","8196","CHEMUNG"
"J & N WEST INDIAN GROCERY","-73.786064","40.707947","173-23 JAMAICA AVE","","JAMAICA","NY","11432","","QUEENS"
"Rite Aid 10714","-73.931709","41.721867","3350 North Rd","","Poughkeepsie","NY","12601","1372","DUTCHESS"
"Rite Aid 10723","-73.482559","44.697102","357 Cornelia St","","Plattsburgh","NY","12901","2211","CLINTON"
"Rite Aid 10726","-74.30146","44.848557","289 W Main St","","Malone","NY","12953","1771","FRANKLIN"
"Rite Aid 10689","-73.671906","42.786427","863 2nd Ave","","Troy","NY","12182","1901","RENSSELAER"
"RITE AID 10552","-74.191978","41.332756","785 RT 17 M","","MONROE","NY","10950","","ORANGE"
"Rite Aid 10687","-73.595329","42.753212","75 VANDERBURGH AVE","","TROY","NY","12180","","RENSSELAER"
"Rite Aid 10717","-73.6437","43.313358","124 Ridge St","","Glens Falls","NY","12801","","WARREN"
"Rite Aid 10724","-73.450005","44.681595","40 Skyway Shopping Ctr","","Plattsburgh","NY","12901","3873","CLINTON"
"TOPS ON THE WATERFRONT, INC","-73.960449","40.718616","89 N 6th St","","Brooklyn","NY","11249","3001","KINGS"
"AFTAB GROCERY & HALAL MEAT, INC","-73.861855","40.830856","1217 White Plains Rd","1","Bronx","NY","10472","4903","BRONX"
"NEW YORK BREAD, INC","-73.98951","40.578529","2201 NEPTUNE AVE","","BROOKLYN","NY","11224","","KINGS"
"Rite Aid 10700","-73.999458","41.927624","485 Broadway","","Kingston","NY","12401","4629","ULSTER"
"Rite Aid 10685","-73.687737","42.904026","17 Park Plz","","Mechanicville","NY","12118","1520","SARATOGA"
"Rite Aid 10722","-73.745789","43.101631","3027 Route 50","","Saratoga Springs","NY","12866","2926","SARATOGA"
"RITE AID 10704","-74.148079","41.845177","3852 Main St","","Stone Ridge","NY","12484","","ULSTER"
"Rite Aid 10677","-73.59845","42.355461","15 Coleman St","","Chatham","NY","12037","1339","COLUMBIA"
"Rite Aid 10691","-73.823509","42.676586","1225 Western Ave","","Albany","NY","12203","3335","ALBANY"
"Rite Aid 10719","-73.585075","43.29858","92 Main St","","Hudson Falls","NY","12839","2216","WASHINGTON"
"Rite Aid 10676","-73.809967","42.935333","27 Round Lake Rd","","Ballston Lake","NY","12019","1129","SARATOGA"
"Rite Aid 10674","-74.18708","42.967815","4894 State Highway 30","","Amsterdam","NY","12010","7515","MONTGOMERY"
"Rite Aid 10681","-74.342422","43.055195","172 N Main St","","Gloversville","NY","12078","2401","FULTON"
"Rite Aid 10684","-73.755676","42.763126","933 New Loudon Rd","","Latham","NY","12110","2119","ALBANY"
"Rite Aid 10796","-75.06797","42.454674","94 Chestnut St","","Oneonta","NY","13820","2470","OTSEGO"
"Rite Aid 10680","-73.740288","42.835701","1483 Route 9","","Clifton Park","NY","12065","6522","SARATOGA"
"Rite Aid 10721","-73.792191","43.071777","155 Ballston Ave","","Saratoga Springs","NY","12866","4715","SARATOGA"
"Rite Aid 10696","-73.944969","42.785095","1409 Altamont Ave","","Schenectady","NY","12303","2904","SCHENECTADY"
"Rite Aid 10798","-75.392586","42.31572","10 Main St","","Sidney","NY","13838","1165","DELAWARE"
"BIG MARKET OF WHITE PLAINS INC","-73.855003","40.897514","4362 White Plains Rd","","Bronx","NY","10466","1413","BRONX"
"3484 BROADWAY MINI-MARKET, INC","-73.951591","40.8246","3484 Broadway","","New York","NY","10031","5611","NEW YORK"
"PARKCHESTER GREEN FARM CORP","-73.860649","40.832664","88 Hugh J Grant Cir","","Bronx","NY","10472","5004","BRONX"
"C & G ESPINOSA GROCERY INC","-73.891289","40.864239","2629 Marion Ave","","Bronx","NY","10458","4101","BRONX"
"Jenesis Grocery Corp","-73.927917","40.691803","26 Patchen Ave","","Brooklyn","NY","11221","2905","KINGS"
"Rite Aid 10678","-74.478935","42.679035","673 E Main St","","Cobleskill","NY","12043","3824","SCHOHARIE"
"PRICE CHOPPER  174","-76.191223","43.033169","4713 Onondaga Blvd","","Syracuse","NY","13219","3330","ONONDAGA"
"SAIF GROCERY CORP","-73.85733","40.893215","4192 White Plains Rd","","Bronx","NY","10466","3012","BRONX"
"LONG RIVER TRADING INC","-74.006424","40.638535","5416 8th Ave","","Brooklyn","NY","11220","3230","KINGS"
"DARIS GROCERY","-73.869637","40.684689","224 Lincoln Ave","","Brooklyn","NY","11208","1722","KINGS"
"BROOME ST. GROCERY CORP","-73.985207","40.716564","157 Broome St","","New York","NY","10002","4076","NEW YORK"
"M D DELI GROCERY","-73.951057","40.805031","1979 7th Ave","","New York","NY","10026","1724","NEW YORK"
